rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio
p1_too_L2	141.15727117442756	137.7699886182707	0.42050154580340404	138.48404457766793	140.0344984681046	75.15946248306795	29.69871083274711	9.21324629959768	9.210934334988941	0	0
p2_too_L2	122.48865753951429	106.46001981537141	2.4280370618452927	113.79673761004759	117.650435573811	78.23656657914535	40.04826157749619	-64.37261514320826	-19.476426444757013	0	0
p1_ka_H1	143.3634347803012	135.89386219237852	0.9263617351660605	138.9250831378437	138.4855083249969	75.97636458625485	50.39781232224527	56.52721478150783	10.209619366405224	0	0
p2_ka_H1	142.97183776351068	137.38743898550138	0.6897706630147518	139.73071727532107	141.0533805995188	78.58259169374594	40.49824204464869	-6.273385438799832	-5.398792057522007	0	0
p1_ka_H2	124.91156267269291	124.27048807011143	0.0890796608609965	124.47341753076199	124.97400110620079	73.44051638142533	31.048652234247243	-26.421001050333643	-25.08616033028168	0	0
p2_ka_H2	127.1902299469778	124.2881086489749	0.3995949941540955	124.91143285083047	124.85148798956448	79.01227949020435	50.39781232223106	8.484933365865555	7.229375934385419	0	0
p1_tee_L1	151.97606598269195	150.22167925795378	0.20101329034515025	150.45746220108515	151.56373010949227	75.06768985657811	30.14869129989961	31.028916495270444	30.77484359124815	0	0
p2_tee_L1	137.67331272789733	114.197792443748	3.2365699826790433	125.15413392040153	138.61455259409735	78.52659014635672	29.69871083274711	-45.074579130748745	-45.0285346365544	0	0
p1_tee_L2	134.9951840130862	133.71313719584825	0.16520068558857393	133.99603322574526	133.9005985416955	73.45747273619277	39.59828111032948	-2.9680761814190015	-2.4316568359191497	0	0
p2_tee_L2	124.34300131367324	109.65620923577065	2.1760536116152704	117.0935519616952	124.72920959264938	76.56218637055188	29.69871083274711	31.10032816578873	31.063907475561372	0	0
p1_ku_L1	154.16971729466212	152.57860197793204	0.17960116121851932	153.7937805202432	153.92279160575063	78.76920089092381	39.71230666650172	54.741315707287676	17.51684892612944	0	0
p2_ku_L1	146.05039193837254	124.01907857957285	2.830849846450079	135.74621269311174	144.74169123269883	80.36781174164788	30.126577471136784	-51.57554251387455	-51.351253905116145	0	0
p1_ku_L2	144.02079300575437	138.4626638361835	0.6813612814172183	139.28548438354224	139.1951836821129	75.36830986578804	40.39700160902271	13.459768507058646	3.617855229233295	0	0
p2_ku_L2	121.56652490832197	108.93806971118698	1.8988536891401095	112.55905556444793	121.47105454098259	73.36494491374386	30.41426099456146	-17.238796300629264	-16.874380731573375	0	0
p1_ki_L1	154.12320947507936	153.50350698205892	0.06975021674304038	153.68132149974193	153.4805240026227	78.24993828364639	40.20868402669464	77.12416576687218	34.93354953926437	39.80762500226831	0.9900255620362988
p2_ki_L1	144.2908987307492	115.83671040036236	3.8026531907472436	131.09359009923588	144.55563676103358	77.12147078557378	30.41426099456146	-69.59479064316588	-68.84183331062414	0	0
p1_ki_L2	134.25322585440355	133.91639812015336	0.04348948551359122	134.13563707810584	134.10837981222988	75.22814170892585	41.23967592481392	16.542766799158407	-1.4774563021378269	19.110092406577905	0.46339094520088986
p2_ki_L2	120.6662267212328	103.93628144476993	2.583871046473503	109.1008047358056	129.68170203503908	73.17066495422675	20.104342013340215	34.70455023719603	33.324602611064115	0	0
p1_tu_L1	157.58853436156224	155.90468472502815	0.18597951607721708	156.57163021911552	155.85644561790937	77.38473612481644	30.41426099454725	55.29114134605669	54.06025861775334	30.41426099454725	1
p2_tu_L1	129.23167565789862	114.84108630928016	2.043850155437473	120.26331248516347	129.94371301607677	74.991711353903	29.898765045487607	-48.88141051382511	-48.866964580789826	0	0
p1_tu_L2	139.77959352279805	138.50484399820283	0.15860787881206662	139.0199265998211	138.5478641456538	75.74221209445747	39.69318807764921	18.126247503587276	7.55632916953876	39.69318807764921	1
p2_tu_L2	133.16962841835092	106.89375677390268	3.8050499442128336	113.47777002270921	125.03571184275596	73.90644049042074	30.41426099456146	-28.430479015192105	-27.8381003229729	0	0
p1_tu_M1	150.00342915583406	146.99759189915957	0.35043552830385316	147.91691058166506	148.0175016140967	77.7415862560386	39.693188077635	42.86558136618979	20.515048737809273	0	0
p2_tu_M1	123.11925298529863	119.74079209991434	0.4816999727775073	120.85476647402675	121.18952511666679	76.69193741379527	50.518603007901675	-60.89294781923872	-0.8356586406114699	0	0
p1_tu_M2	133.39303343526842	133.09092730333379	0.039253142639512184	133.3185001042661	133.3051209359099	76.05061261601551	40.20868402669464	21.156988313788307	8.67758893628559	24.85100045142019	0.6180505791963137
p2_tu_M2	116.79686949878625	114.4998365872184	0.34387280303265344	115.67476642955059	115.74911936333226	71.57832010846909	50.00310705884203	-42.139536908466226	-5.917935579907175	0	0
p1_ko_H1	148.1972162330197	147.13460209814454	0.12458134178130376	147.33779550888582	147.455360595498	73.85893528637	39.693188077635	61.30391842457937	35.61364678030992	0	0
p2_ko_H1	147.31544749062587	144.66371429998614	0.314467442435002	145.94651940671815	146.27355045543626	76.7850913158846	50.00310705884203	-7.423918130282339	-7.422850145783981	0	0
p1_ko_H2	134.99967883712733	134.58798522698987	0.05287619907894303	134.63446964390457	134.83513721686558	74.7854003729602	31.44525289268074	-24.60741831370604	-23.841990955749562	9.97565189983618	0.31723872388248886
p2_ko_H2	131.63135673881254	127.89980724429405	0.49786936288665107	129.83617552340425	130.6540051986068	77.45957550248293	50.518603007901675	-12.95904727446713	-0.8545909022650118	0	0
p1_to_H1	144.0130476126748	142.62720123217852	0.16740448312899936	143.6442241843806	143.53853402586924	76.4823240639521	40.20868402669464	32.22464558759627	23.184436396114307	25.376255646094137	0.6311138068892476
p2_to_H1	147.85214610919732	144.37294241329235	0.41225758947726465	146.243123846549	146.7677603553563	79.11635257136906	51.034098956961316	-6.488991599156305	-5.354445351484753	0	0
p1_to_H2	132.39538228779014	131.41384796806034	0.12882593031738487	131.78269790522512	132.1559736705098	75.07985583674858	30.41426099454725	-23.96925580161075	-23.477031253996355	0	0
p2_to_H2	135.05531737233255	129.13489010191867	0.7760591632376217	131.8607736440369	132.42805126478987	76.87741312056312	50.00310705884203	-4.663573662446159	0.9098396283517939	0	0
p1_koo_M1	153.85408420404818	148.87663182362505	0.5693450456708273	149.21758194940142	149.29141587745437	77.37522205527485	39.693188077635	7.720659422065638	2.0302906148591564	0	0
p2_koo_M1	124.81910071201234	119.00544511271914	0.8257336419950811	121.82362906164515	123.66902812006087	81.5390244637023	40.20868402669464	-61.08301146901603	-30.563874932438843	0	0
p1_koo_M2	132.60062688896838	130.87833413122527	0.22633566812180206	132.18011487376572	132.35614167302882	73.82530020697325	39.69318807764921	10.692740751579063	4.3134574279801265	0	0
p2_koo_M2	120.56242547194792	116.90949865648754	0.5326583496666024	118.4973832164973	119.24792635046774	78.83184319450385	39.69318807764921	20.818252017848828	10.90807286256882	0	0
p1_to_L1	161.48570444741813	158.8722620229177	0.2824703211879491	160.35524171334083	158.98503497128752	78.85598046716083	40.20868402670885	70.00161561520002	18.8334377628424	40.20868402670885	1
p2_to_L1	133.01149401876236	104.1680690493447	4.231653696275061	115.8990675167039	124.40070684858306	78.84175822259303	40.20868402670885	-112.68953659104274	-60.94761005357898	0	0
p1_to_L2	148.80884707791188	148.36022564289226	0.05227120617619274	148.55240143693783	148.23385882659588	77.62619672702176	30.41426099454725	50.55831679845156	48.31867129912141	30.41426099454725	1
p2_to_L2	124.2463001390443	102.47128024684675	3.3357992492382165	113.4134136628345	119.7265544247622	77.96721949146804	39.69318807762079	-43.732011351538	-22.36049621296108	0	0
p1_tee_H1	152.66834808335128	148.28557027925325	0.504273256599082	150.1969957105486	150.53418380813528	80.24352542791688	39.17769212858957	67.43806616880082	37.15185481332534	0	0
p2_tee_H1	144.8931743695573	138.57283745197034	0.772141688199727	140.4726008531728	138.78307729442372	82.54253661760025	79.38637615527	-20.443780190614746	-11.416855236562867	0	0
p1_tee_H2	127.33555814715889	126.9046628686567	0.05868318466793543	127.23680757965118	127.16849812773557	76.1312256233757	40.20868402670885	-21.06433660567563	-6.891089896335445	40.20868402670885	1
p2_tee_H2	132.93947978458735	127.69333164077828	0.697037117283628	130.01535737390327	130.16131508525615	80.01556188416659	49.48761110978239	13.753021778490007	8.213059852998292	0	0
p1_koo_L1	165.98459928962973	162.13103481043095	0.4066693633206544	163.29331846938663	162.14740705981447	78.9947295286952	39.69318807764921	52.17502209289892	17.63445404591795	39.69318807764921	1
p2_koo_L1	154.46164141611166	142.66471897609196	1.3754400912168672	151.19645313965256	159.25384582489542	80.79460105940163	19.588846064294785	-0.9096571166245253	-0.9418177268147327	0	0
p1_koo_L2	143.41788943158434	140.4567407812709	0.36118953718615554	141.61538293794106	140.64895861342012	76.42254196418374	40.72417997576849	-30.96313617547658	-24.220229021168524	40.72417997576849	1
