ti_H1	0.24155062249855153
ti_H2	0.23378787964087522
ku_H1	0.2395364397411317
ku_H2	0.24339441989262767
ke_H1	0.2621284418455829
ke_H2	0.20120050215346552
ko_L1	0.18041244282258972
ko_L2	0.14962256261953044
ki_H1	0.2304293948541698
ki_H2	0.20040500518133086
ta_L1	0.16839828597304773
ta_L2	0.1446070731864495
ke~_H1	0.23692079727595683
ke~_H2	0.195717136110666
to~_L1	0.16243590543609798
to~_L2	0.15850399411839078
ka_H1	0.2549166410547343
ka_H2	0.22773346681258033
te~_L1	0.17364024361653208
te~_L2	0.16497152071897858
ku_L1	0.2031697944005515
ku_L2	0.18181225805938084
ki_L1	0.25157008056460484
ki_L2	0.18505229930099176
tu_L1	0.25871908612241157
tu_L2	0.22384580044302993
tu_M1	0.24624898769199888
tu_M2	0.244715050716934
ko_H1	0.24812584873265564
ko_H2	0.18414145427684048
to_H1	0.2511595998589087
to_H2	0.1712949069447518
ti_M1	0.2731272449858295
ti_M2	0.3012443916940981
ko~_M1	0.21225875742652534
ko~_M2	0.1761987477831326
to_L1	0.17308133315177088
to_L2	0.14613634210959958
te~_H1	0.2266120940007852
te~_H2	0.22231296682048196
ko~_L1	0.17256684588747362
ko~_L2	0.21574144690882235
to~_H1	0.18207937678255348
to~_H2	0.21997410822856978
tu_H1	0.24806757495548482
tu_H2	0.21082026672507936
ti_L1	0.23143172042341575
ti_L2	0.3197654549357196
ko~_H1	0.24874645003004048
ko~_H2	0.25564513240374254
ala_LH1	0.43111533725644335
ala_LH2	0.32394152785647634
rara_HL1	0.4458649370575074
rara_HL2	0.4102576107105733
ma_LH1	0.29088588811427485
ma_LH2	0.3419279727059745
we~ko~_LH1	0.6571902291412357
we~ko~LH2	0.44351770404242075
muwe_LH1	0.6549991771505859
muwe_LH2	0.52950146432309
